time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ID_0,.x0,.y0,.z0,.ID_1,.x1,.y1,.z1,.ID_2,.x2,.y2,.z2,.ID_3,.x3,.y3,.z3,.ID_4,.x4,.y4,.z4,.ID_5,.x5,.y5,.z5,.ID_6,.x6,.y6,.z6,.ID_7,.x7,.y7,.z7
2022/02/23/12:29:13.356967,1,1645637353,356750011,,0,-0.00894865207374,0.00703422818333,0.0255597885698,1,-0.0149821927771,0.067482419312,0.0502200424671,2,-0.016866562888,0.143235296011,0.0286958236247,3,-0.017684051767,0.205320730805,-0.0213076584041,4,-0.0162276942283,0.258318275213,-0.0811736881733,5,-0.0125558106229,0.310482144356,-0.141703918576,6,-0.00938482675701,0.365751266479,-0.199446424842,7,-0.00655996380374,0.417580425739,-0.26031178236
2022/02/23/12:29:13.909074,2,1645637353,908938884,,0,-0.00894865207374,0.00703422818333,0.0255597885698,1,-0.0149821927771,0.067482419312,0.0502200424671,2,-0.016866562888,0.143235296011,0.0286958236247,3,-0.017684051767,0.205320730805,-0.0213076584041,4,-0.0162276942283,0.258318275213,-0.0811736881733,5,-0.0125558106229,0.310482144356,-0.141703918576,6,-0.00938482675701,0.365751266479,-0.199446424842,7,-0.00655996380374,0.417580425739,-0.26031178236
2022/02/23/12:29:14.566928,3,1645637354,566765069,,0,-0.00894865207374,0.00703422818333,0.0255597885698,1,-0.0149821927771,0.067482419312,0.0502200424671,2,-0.016866562888,0.143235296011,0.0286958236247,3,-0.017684051767,0.205320730805,-0.0213076584041,4,-0.0162276942283,0.258318275213,-0.0811736881733,5,-0.0125558106229,0.310482144356,-0.141703918576,6,-0.00938482675701,0.365751266479,-0.199446424842,7,-0.00655996380374,0.417580425739,-0.26031178236
2022/02/23/12:29:15.153235,4,1645637355,153057098,,0,-0.00894865207374,0.00703422818333,0.0255597885698,1,-0.0149821927771,0.067482419312,0.0502200424671,2,-0.016866562888,0.143235296011,0.0286958236247,3,-0.017684051767,0.205320730805,-0.0213076584041,4,-0.0162276942283,0.258318275213,-0.0811736881733,5,-0.0125558106229,0.310482144356,-0.141703918576,6,-0.00938482675701,0.365751266479,-0.199446424842,7,-0.00655996380374,0.417580425739,-0.26031178236
2022/02/23/12:29:15.723722,5,1645637355,723607063,,0,-0.00894865207374,0.00703422818333,0.0255597885698,1,-0.0149820689112,0.0674824118614,0.0502200387418,2,-0.0168674103916,0.143235325813,0.0286959987134,3,-0.0176852885634,0.205320760608,-0.0213074684143,4,-0.0162289328873,0.258318305016,-0.0811734944582,5,-0.0125570483506,0.310482174158,-0.141703724861,6,-0.00938606448472,0.365751296282,-0.199446231127,7,-0.00656120153144,0.417580455542,-0.260311603546
2022/02/23/12:29:16.376792,6,1645637356,376665115,,0,-0.00894865207374,0.00703422818333,0.0255597885698,1,-0.0149820689112,0.0674824118614,0.0502200387418,2,-0.0168674103916,0.143235325813,0.0286959987134,3,-0.0176852885634,0.205320760608,-0.0213074684143,4,-0.0162289328873,0.258318305016,-0.0811734944582,5,-0.0125570483506,0.310482174158,-0.141703724861,6,-0.00938606448472,0.365751296282,-0.199446231127,7,-0.00656063109636,0.417580485344,-0.260311543941
2022/02/23/12:29:16.936902,7,1645637356,936775922,,0,-0.00894865207374,0.00703422818333,0.0255597885698,1,-0.0149820689112,0.0674824118614,0.0502200387418,2,-0.0168674103916,0.143235325813,0.0286959987134,3,-0.0176852885634,0.205320760608,-0.0213074684143,4,-0.0162289328873,0.258318305016,-0.0811734944582,5,-0.0125570483506,0.310482174158,-0.141703724861,6,-0.00938606448472,0.365751296282,-0.199446231127,7,-0.00656063109636,0.417580485344,-0.260311543941
2022/02/23/12:29:17.535738,8,1645637357,535598993,,0,-0.00894865207374,0.00703422818333,0.0255597885698,1,-0.0149820689112,0.0674824118614,0.0502200387418,2,-0.0168674103916,0.143235325813,0.0286959987134,3,-0.0176852885634,0.205320760608,-0.0213074684143,4,-0.0162289328873,0.258318305016,-0.0811734944582,5,-0.0125570483506,0.310482174158,-0.141703724861,6,-0.00938606448472,0.365751296282,-0.199446231127,7,-0.00656063109636,0.417580485344,-0.260311543941
2022/02/23/12:29:18.164518,9,1645637358,164334058,,0,-0.00894865207374,0.00703422818333,0.0255597885698,1,-0.0149820689112,0.0674824118614,0.0502200387418,2,-0.0168674103916,0.143235325813,0.0286959987134,3,-0.0176852885634,0.205320760608,-0.0213074684143,4,-0.0162289328873,0.258318305016,-0.0811734944582,5,-0.0125570483506,0.310482174158,-0.141703724861,6,-0.00938606448472,0.365751296282,-0.199446231127,7,-0.00656063109636,0.417580485344,-0.260311543941
2022/02/23/12:29:18.751689,10,1645637358,751542091,,0,-0.00894865207374,0.00703422818333,0.0255597885698,1,-0.0149819450453,0.0674824118614,0.0502200350165,2,-0.0168682578951,0.143235340714,0.0286961719394,3,-0.0176865272224,0.205320775509,-0.0213072784245,4,-0.0162301696837,0.258318305016,-0.0811733007431,5,-0.0125582860783,0.310482174158,-0.141703546047,6,-0.00938730221242,0.365751296282,-0.199446037412,7,-0.0065618683584,0.417580485344,-0.260311365128
