time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.ID_0,.x0,.y0,.z0,.ID_1,.x1,.y1,.z1,.ID_2,.x2,.y2,.z2,.ID_3,.x3,.y3,.z3,.ID_4,.x4,.y4,.z4,.ID_5,.x5,.y5,.z5,.ID_6,.x6,.y6,.z6,.ID_7,.x7,.y7,.z7
2022/02/23/14:24:42.022742,1,1645644282,22248983,,0,-0.0108912857249,0.00861315149814,0.0248886216432,1,-0.0194840058684,0.0685894712806,0.0489611402154,2,-0.021207170561,0.144363284111,0.0283170305192,3,-0.0220896787941,0.206714034081,-0.021278982982,4,-0.020609587431,0.259961992502,-0.0809188336134,5,-0.0170532278717,0.312295258045,-0.141310080886,6,-0.0138603309169,0.367245048285,-0.199363797903,7,-0.0109970793128,0.419328302145,-0.260013729334
2022/02/23/14:24:42.162437,2,1645644282,162260055,,0,-0.0108912857249,0.00861315149814,0.0248886216432,1,-0.0194840058684,0.0685894712806,0.0489611402154,2,-0.021207170561,0.144363284111,0.0283170305192,3,-0.0220896787941,0.206714034081,-0.021278982982,4,-0.020609587431,0.259961992502,-0.0809188336134,5,-0.0170532278717,0.312295258045,-0.141310080886,6,-0.0138603309169,0.367245048285,-0.199363797903,7,-0.0109970793128,0.419328302145,-0.260013729334
2022/02/23/14:24:42.301643,3,1645644282,301436901,,0,-0.0108912857249,0.00861315149814,0.0248886216432,1,-0.0194838568568,0.06858946383,0.0489611364901,2,-0.0212078709155,0.144363299012,0.0283171758056,3,-0.0220908466727,0.206714048982,-0.0212788172066,4,-0.0206107553095,0.259961992502,-0.0809186697006,5,-0.0170543976128,0.312295287848,-0.141309916973,6,-0.0138614997268,0.367245078087,-0.19936363399,7,-0.0109982481226,0.419328302145,-0.260013580322
2022/02/23/14:24:42.448865,4,1645644282,448720932,,0,-0.0108912857249,0.00861315149814,0.0248886216432,1,-0.0194838568568,0.06858946383,0.0489611364901,2,-0.0212078709155,0.144363299012,0.0283171758056,3,-0.0220908466727,0.206714048982,-0.0212788172066,4,-0.0206107553095,0.259961992502,-0.0809186697006,5,-0.0170543976128,0.312295287848,-0.141309916973,6,-0.0138614997268,0.367245078087,-0.19936363399,7,-0.0109975626692,0.419328331947,-0.260013520718
2022/02/23/14:24:42.626390,5,1645644282,626005887,,0,-0.0108912857249,0.00861315149814,0.0248886216432,1,-0.0194838568568,0.06858946383,0.0489611364901,2,-0.0212078709155,0.144363299012,0.0283171758056,3,-0.0220908466727,0.206714048982,-0.0212788172066,4,-0.0206107553095,0.259961992502,-0.0809186697006,5,-0.0170543976128,0.312295287848,-0.141309916973,6,-0.0138614997268,0.367245078087,-0.19936363399,7,-0.0109975626692,0.419328331947,-0.260013520718
2022/02/23/14:24:42.760935,6,1645644282,760818004,,0,-0.0108912857249,0.00861315149814,0.0248886216432,1,-0.0194838568568,0.06858946383,0.0489611364901,2,-0.0212078709155,0.144363299012,0.0283171758056,3,-0.0220908466727,0.206714048982,-0.0212788172066,4,-0.0206107553095,0.259961992502,-0.0809186697006,5,-0.0170543976128,0.312295287848,-0.141309916973,6,-0.0138614997268,0.367245078087,-0.19936363399,7,-0.0109975626692,0.419328331947,-0.260013520718
2022/02/23/14:24:42.901864,7,1645644282,901648998,,0,-0.0108912857249,0.00861315149814,0.0248886216432,1,-0.0194838568568,0.06858946383,0.0489611364901,2,-0.0212078709155,0.144363299012,0.0283171758056,3,-0.0220908466727,0.206714048982,-0.0212788172066,4,-0.0206107553095,0.259961992502,-0.0809186697006,5,-0.0170543976128,0.312295287848,-0.141309916973,6,-0.0138614997268,0.367245078087,-0.19936363399,7,-0.0109975626692,0.419328331947,-0.260013520718
2022/02/23/14:24:43.054650,8,1645644283,54338932,,0,-0.0108912857249,0.00861315149814,0.0248886216432,1,-0.0194837078452,0.06858946383,0.0489611327648,2,-0.0212085731328,0.144363299012,0.0283173210919,3,-0.0220920164138,0.206714048982,-0.0212786532938,4,-0.0206119250506,0.259961992502,-0.0809185057878,5,-0.0170555654913,0.312295287848,-0.14130975306,6,-0.0138626685366,0.367245078087,-0.199363470078,7,-0.010998731479,0.419328331947,-0.260013371706
2022/02/23/14:24:43.220503,9,1645644283,220320940,,0,-0.0108912857249,0.00861315149814,0.0248886216432,1,-0.0194837078452,0.06858946383,0.0489611327648,2,-0.0212085731328,0.144363299012,0.0283173210919,3,-0.0220920164138,0.206714048982,-0.0212786532938,4,-0.0206119250506,0.259961992502,-0.0809185057878,5,-0.0170555654913,0.312295287848,-0.14130975306,6,-0.0138626685366,0.367245078087,-0.199363470078,7,-0.010998731479,0.419328331947,-0.260013371706
2022/02/23/14:24:43.373572,10,1645644283,373450040,,0,-0.0108912857249,0.00861315149814,0.0248886216432,1,-0.0194837078452,0.06858946383,0.0489611327648,2,-0.0212085731328,0.144363299012,0.0283173210919,3,-0.0220920164138,0.206714048982,-0.0212786532938,4,-0.0206119250506,0.259961992502,-0.0809185057878,5,-0.0170555654913,0.312295287848,-0.14130975306,6,-0.0138626685366,0.367245078087,-0.199363470078,7,-0.010998731479,0.419328331947,-0.260013371706
